strain	date	Subtype	Host	Country	HA_clade
A/swine/England/117205/2022	2022-09-30	H1N1	swine	United Kingdom	1C.2.2
A/swine/Denmark/SI-22-10697-5/2022	2022-12-13	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-22-10597-1/2022	2022-12-05	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-22-10495-1/2022	2022-12-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-22-10440-5/2022	2022-12-05	H1N1	swine	Denmark	1C.2.2
A/swine/Denmark/SI-22-10439-5/2022	2022-12-05	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-22-09562-1/2022	2022-11-03	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-22-09420-5/2022	2022-10-31	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10298-10/2022	2022-06-16	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-9/2022	2022-05-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-8/2022	2022-04-21	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-6/2022	2022-03-30	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-5/2022	2022-03-30	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-4/2022	2022-03-30	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-3/2022	2022-03-17	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/SI-2022-10296-10/2022	2022-05-16	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-242-4/2022	2022-12-30	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11841-2/2022	2022-12-22	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11754-1/2022	2022-12-19	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11648-2/2022	2022-12-13	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11608-4/2022	2022-12-09	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11572-1/2022	2022-12-07	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11521-1/2022	2022-12-05	H1N2	swine	Denmark	1C.2
A/swine/Denmark/LF22-11392-1/2022	2022-11-25	H1N2	swine	Denmark	1C.2.5
A/swine/Denmark/LF22-11386-2/2022	2022-11-25	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-11288-2/2022	2022-11-21	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/LF22-10867-2/2022	2022-10-26	H1N1	swine	Denmark	1C.2.2
A/swine/Denmark/LF22-10819-2/2022	2022-10-24	H1N2	swine	Denmark	1C.2.4
A/swine/France/44-200460-3/2020	2020-11-16	H1N2	swine	France	1C.2.4
A/swine/France/29-200507-2/2020	2020-12-10	H1N2	swine	France	1C.2.4
A/swine/France/72-210055-1/2021	2021-01-11	H1N2	swine	France	1C.2.4
A/swine/France/56-210105-1/2021	2021-02-06	H1N1	swine	France	1C.2.1
A/swine/France/35-210140-1/2021	2021-02-15	H1N2	swine	France	1C.2.4
A/swine/France/2-210427-4/2021	2021-08-09	H1N1	swine	France	1C.2.1
A/swine/France/64-210493-3/2021	2021-09-29	H1N1	swine	France	1C.2.1
A/swine/France/72-220017-3/2022	2022-01-03	H1N2	swine	France	1C.2.4
A/swine/France/15-220077-2/2022	2022-01-26	H1N1	swine	France	1C.2.1
A/swine/France/05-220082-3/2022	2022-02-12	H1N2	swine	France	1C.2.4
A/swine/France/49-220101-1/2022	2022-02-23	H1N2	swine	France	1C.2.4
A/swine/France/81-220129-1/2022	2022-03-02	H1N1	swine	France	1C.2.1
A/swine/France/37-220188-1/2022	2022-03-13	H1N2	swine	France	1C.2.4
A/swine/France/01-220413-3/2022	2022-05-27	H1N1	swine	France	1C.2.2
A/swine/France/35-220447-3/2022	2022-06-16	H1N1	swine	France	1C.2.1
A/swine/France/22-220524-1/2022	2022-08-09	H1N1	swine	France	1C.2.1
A/swine/France/80-220527-2/2022	2022-08-11	H1N1	swine	France	1C.2.2
A/swine/Germany/2022AI05247/2022	2022-10-24	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI04737/2022	2022-09-16	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI04462/2022	2022-09-06	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI04411/2022	2022-09-06	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI04322/2022	2022-08-08	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI03758/2022	2022-07-06	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI03650/2022	2022-06-30	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI03649/2022	2022-06-30	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI03311/2022	2022-06-15	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI03162/2022	2022-06-08	H1N2	swine	Germany	1C.2.2
A/swine/Germany/2022AI02969/2022	2022-05-25	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI02966/2022	2022-05-24	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI02395/2022	2022-04-11	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI02393/2022	2022-04-11	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI02265/2022	2022-04-04	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI02262/2022	2022-04-04	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI02064/2022	2022-03-24	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI01629/2022	2022-03-07	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI01351/2022	2022-02-18	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI01338/2022	2022-02-18	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI01091/2022	2022-02-10	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI01090/2022	2022-02-10	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00988/2022	2022-02-02	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00363/2022	2022-01-07	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00355/2022	2022-01-07	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00354/2022	2022-01-07	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00344/2022	2022-01-07	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI00342/2022	2022-01-07	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2022AI00326/2022	2022-01-07	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2022AI00322/2022	2022-01-07	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2021AI08777/2021	2021-12-17	H1N2	swine	Germany	1C.2.4
A/swine/Germany/2021AI07498/2021	2021-11-22	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2021AI07488/2021	2021-11-22	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2021AI07475/2021	2021-11-22	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2021AI07440/2021	2021-11-22	H1N2	swine	Germany	1C.2.2
A/swine/Germany/2021AI05981/2021	2021-10-21	H1N1	swine	Germany	1C.2.1
A/swine/Germany/2021AI05596/2021	2021-10-04	H1N1	swine	Germany	1C.2.2
A/swine/Germany/2021AI05072/2021	2021-07-30	H1N2	swine	Germany	1C.2.4
A/swine/Netherlands/Mill-CVI2617A/2012	2012-06-06	H1N1	swine	Netherlands	1C.2.1
A/swine/Netherlands/Wanroij-CVI2115A/2012	2012-05-15	H1N1	swine	Netherlands	1C.2.1
A/swine/Netherlands/Rhezerveen-CVI9121A/2012	2012-04-24	H1N1	swine	Netherlands	1C.2.1
A/swine/Poland/18275/2012	2012-10-03	H1N1	swine	Poland	1C.2.1
A/swine/Spain/33903/2012	2012-07-04	H1N1	swine	Spain	1C.2.1
A/swine/Poland/321/2012	2012-01-13	H1N1	swine	Poland	1C.2.2
A/swine/Poland/1744/2012	2012-05-21	H1N1	swine	Poland	1C.2.2
A/swine/France/37-120345/2012	2012-10-18	H1N2	swine	France	1C.2.1
A/swine/France/29-120326/2012	2012-08-08	H1N1	swine	France	1C.2.1
A/swine/France/22-120340/2012	2012-10-09	H1N1	swine	France	1C.2.1
A/swine/France/50-120350/2012	2012-10-10	H1N1	swine	France	1C.2.1
A/swine/France/22-120146/2012	2012-04-17	H1N1	swine	France	1C.2.1
A/swine/Netherlands/Kootwijkerbroek-364/2012	2012-10-19	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Heist-op-den-Berg-363/2012	2012-10-18	H1N1	swine	Belgium	1C.2.1
A/swine/Netherlands/Hoogeloon-167C/2012	2012-04-25	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Glabbeek-287/2012	2012-07-31	H1N1	swine	Belgium	1C.2
A/swine/Netherlands/Vlierden-220/2012	2012-06-04	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Minderhout-348/2012	2012-09-14	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Deinze-393/2012	2012-12-04	H1N1	swine	Belgium	1C.2.1
A/swine/Scotland/034632/2012	2012-07-16	H1N1	swine	United Kingdom	1C.1
A/swine/Netherlands/Gladau-409/2012	2012-12-21	H1N2	swine	Netherlands	1C.2.4
A/swine/Denmark/10345-1/2012	2012-03-06	H1N2	swine	Denmark	1C.2
A/swine/Germany/Ellerbrock-IDT14696/2012	2012-01-18	H1N1	swine	Germany	1C.2.2
A/swine/Germany/Ahlen-Dolberg-IDT14631/2012	2012-01-04	H1N1	swine	Germany	1C.2.1
A/swine/Germany/Reinberg-IDT14457-1/2012	2012-01-02	H1N1	swine	Germany	1C.2.2
A/swine/Spain/32738/2012	2012-05-25	H1N1	swine	Spain	1C.2.1
A/swine/Spain/29113/2012	2012-01-25	H1N1	swine	Spain	1C.2
A/swine/Denmark/10146-1/2012	2012-01-06	H1N1	swine	Denmark	1C.2.1
A/swine/Denmark/10169-3/2012	2012-01-06	H1N1	swine	Denmark	1C.2
A/swine/Denmark/1085-1/2012	2012-01-06	H1N1	swine	Denmark	1C.2.1
A/swine/Denmark/10802-1/2012	2012-01-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/10779-2/2012	2012-01-06	H1N2	swine	Denmark	1C.2.5
A/swine/Denmark/10448-3/2012	2012-01-06	H1N2	swine	Denmark	1C.2.4
A/swine/Denmark/10297-1/2012	2012-01-06	H1N2	swine	Denmark	1C.2.5
A/swine/Netherlands/Dalfsen-12/2012	2012-01-10	H1N1	swine	Netherlands	1C.2.2
A/swine/Netherlands/Putten-60/2012	2012-02-04	H1N1	swine	Netherlands	1C.2.1
A/swine/Netherlands/Groenlo-37/2012	2012-01-20	H1N1	swine	Netherlands	1C.2.1
A/swine/Netherlands/Kootwijkerbroek-51/2012	2012-02-02	H1N1	swine	Netherlands	1C.2.1
A/swine/Italy/218884-2/2012	2012-08-06	H1N1	swine	Italy	1C.2.1
A/wild_boar/Italy/291320/2012	2012-11-06	H1N1	swine	Italy	1C.2.1
A/swine/Fuldatal/15115/2012	2012-03-24	H1N1	swine	Germany	1C.2.2
A/swine/Duelmen/15075/2012	2012-03-21	H1N1	swine	Germany	1C.2.2
A/swine/Luedinghausen/15060-1/2012	2012-03-20	H1N1	swine	Germany	1C.2.1
A/swine/Ruploh/15022/2012	2012-03-06	H1N1	swine	Germany	1C.2.1
A/swine/Scharfenberg/15021/2012	2012-03-12	H1N1	swine	Germany	1C.2.1
A/swine/Coesfeld/14811/2012	2012-02-17	H1N1	swine	Germany	1C.2.2
A/swine/Diemelstadt/14770/2012	2012-02-14	H1N1	swine	Germany	1C.2.1
A/swine/Marsberg/14769/2012	2012-02-14	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/14766/2012	2012-02-13	H1N1	swine	Germany	1C.2.1
A/swine/Legden/14730/2012	2012-02-09	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/14721-1/2012	2012-02-06	H1N1	swine	Germany	1C.2.2
A/swine/Friesoythe/14696/2012	2012-02-06	H1N1	swine	Germany	1C.2.2
A/swine/Frankfurt/14693/2012	2012-02-06	H1N1	swine	Germany	1C.2.2
A/swine/Emsbueren/14689-2/2012	2012-01-31	H1N1	swine	Germany	1C.2.1
A/swine/Rosendahl/14669-3/2012	2012-01-25	H1N1	swine	Germany	1C.2.2
A/swine/Billerbeck/14666/2012	2012-01-30	H1N1	swine	Germany	1C.2.2
A/swine/Rheda/14657/2012	2012-01-24	H1N1	swine	Germany	1C.2.1
A/swine/Harsefeld/14637/2012	2012-01-24	H1N1	swine	Germany	1C.2.2
A/swine/Ahlen/14631/2012	2012-01-18	H1N1	swine	Germany	1C.2.1
A/swine/Neuharlingersiel/14624-3/2012	2012-01-23	H1N1	swine	Germany	1C.2.1
A/swine/Lohne/14611/2012	2012-01-19	H1N1	swine	Germany	1C.2.2
A/swine/Ochtrup/14606/2012	2012-01-13	H1N1	swine	Germany	1C.2.1
A/swine/France/41-120137/2012	2012-01-10	H1N1	swine	France	1C.2.1
A/swine/Italy/224721/2012	2012-09-06	H1N2	swine	Italy	1C.2.1
A/swine/Italy/122595/2012	2012-09-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/122567/2012	2012-09-06	H1N1	swine	Italy	1C.2.1
A/swine/Italy/101797/2012	2012-09-06	H1N1	swine	Italy	1C.2.4
A/swine/Emstek/16800/2012	2012-12-14	H1N2	swine	Germany	1C.2.4
A/swine/Metelen/15494-1/2012	2012-06-21	H1N2	swine	Germany	1C.2.1
A/swine/Guetersloh/15035/2012	2012-03-20	H1N2	swine	Germany	1C.2.5
A/swine/Ennigerloh/14785-2/2012	2012-02-16	H1N2	swine	Germany	1C.2.5
A/swine/Meppen/15514/2012	2012-06-25	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/15374/2012	2012-05-21	H1N1	swine	Germany	1C.2.1
A/swine/Wohnste/15223/2012	2012-04-18	H1N1	swine	Germany	1C.2.2
A/swine/Drensteinfurt/15193-1/2012	2012-04-16	H1N1	swine	Germany	1C.2.2
A/swine/Lohne/15137/2012	2012-04-05	H1N1	swine	Germany	1C.2.2
A/swine/Rottenburg/15122/2012	2012-04-12	H1N1	swine	Germany	1C.2.1
A/swine/Nordhorn/15118/2012	2012-03-29	H1N1	swine	Germany	1C.2.1
A/swine/France/Morbihan-0285/2011		H1N1	swine	France	1C.2.1
A/swine/France/Cotes_d_Armor-0147/2011		H1N1	swine	France	1C.2.1
A/swine/France/Cotes_d_Armor-0292/2011		H1N1	swine	France	1C.2.1
A/swine/France/29-120064/2012		H1N1	swine	France	1C.2.1
A/swine/England/405741/1994		H1N1	swine	United Kingdom	1C.1
A/swine/Hungary/19774/2006	2006-01-01	H1N1	swine	Hungary	1C.2.1
A/swine/Ennigerloh/IDT5803/2006	2006-12-15	H1N1	swine	Germany	1C.2.1
A/swine/Sweden/1021/2009	2009-02-26	H1N2	swine	Sweden	1C.2.5
A/swine/Germany-SH/R1737/09	2009-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Germany-BB/siv-leipz11308/09	2009-01-01	H1N1	swine	Germany	1C.2.2
A/swine/Germany-NI/R248/09	2009-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Germany-NI/R369/09	2009-01-01	H1N2	swine	Germany	1C.2
A/swine/Italy/58769/2010	2010-01-01	H1N2	swine	Italy	1C.2.5
A/swine/Sweden/9706/2010	2010-01-26	H1N2	swine	Sweden	1C.2.5
A/swine/Spain/13/2009	2009-07-01	H1N1	swine	Spain	1C.2.2
A/swine/Spain/31/2009	2009-08-01	H1N1	swine	Spain	1C.2.2
A/swine/Spain/34/2009	2009-09-01	H1N1	swine	Spain	1C.2.2
A/swine/England/001195/2007	2007-11-06	H1N1	swine	United Kingdom	1C.1
A/swine/England/33780/2006	2006-03-13	H1N1	swine	United Kingdom	1C.1
A/swine/England/453/2006	2006-05-05	H1N1	swine	United Kingdom	1C.1
A/wild_boar/Germany-HE/ws336/2009	2009-01-01	H1N1	swine	Germany	1C.2.2
A/swine/Gent/112/2007	2007-01-01	H1N1	swine	Belgium	1C.2.1
A/swine/Italy/29313/2006	2006-01-01	H1N1	swine	Italy	1C.2.1
A/swine/Germany/R819/2010	2010-01-01	H1N1	swine	Germany	1C.2.1
A/Swine/Spain/SF11131/2007	2007-01-01	H1N1	swine	Spain	1C.2.1
A/swine/Spain/01/2010	2010-02-01	H1N1	swine	Spain	1C.2.1
A/swine/Spain/02/2010	2010-03-01	H1N1	swine	Spain	1C.2.1
A/swine/Spain/03/2008	2008-06-01	H1N1	swine	Spain	1C.2.1
A/swine/Spain/06/2011	2011-02-01	H1N1	swine	Spain	1C.2.1
A/swine/Germany/Hagstedt-IDT11951/2010	2010-05-14	H1N1	swine	Germany	1C.2.1
A/swine/Germany/Lohne-IDT12137/2010	2010-06-30	H1N1	swine	Germany	1C.2.1
A/swine/Germany/Ostbevern-IDT13211/2011	2011-03-29	H1N1	swine	Germany	1C.2.1
A/swine/Germany/Wunnenberg-IDT13220/2011	2011-03-31	H1N1	swine	Germany	1C.2.2
A/swine/France/Cotes_d_Armor-0275/2010	2010-11-23	H1N1	swine	France	1C.2.1
A/swine/France/Finistere-0011/2011	2011-01-11	H1N1	swine	France	1C.2.1
A/swine/France/IIIeetVilaine-0187/2011	2011-04-07	H1N1	swine	France	1C.2.1
A/swine/France/Morbihan-0213/2011	2011-04-18	H1N2	swine	France	1C.2.1
A/swine/France/Morbihan-0294/2011	2011-06-14	H1N1	swine	France	1C.2.1
A/swine/France/Vendee-0301/2011	2011-06-14	H1N2	swine	France	1C.2.1
A/swine/France/LoireAtlantique-0405/2011	2011-07-01	H1N1	swine	France	1C.2.1
A/swine/Italy/302593/2010	2010-12-04	H1N1	swine	Italy	1C.2.1
A/swine/Italy/317775/2010	2010-12-24	H1N1	swine	Italy	1C.2.1
A/swine/Netherlands/Groelnlo-186/2011	2011-04-01	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Maldegem-553/2010	2010-11-12	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Gent-560/2010	2010-11-16	H1N1	swine	Belgium	1C.2.1
A/swine/Netherlands/Nistelrode-530/2011	2011-11-23	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Wingene-455/2011	2011-10-10	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Poperinge-387/2011	2011-08-25	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Meeuwen-231/2011	2011-05-05	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Doel-80/2011	2011-02-05	H1N1	swine	Belgium	1C.2.1
A/swine/Belgium/Faimes-628/2010	2010-12-15	H1N1	swine	Belgium	1C.2.1
A/swine/Netherlands/Meijel-75/2011	2011-02-02	H1N1	swine	Netherlands	1C.2.1
A/swine/Netherlands/Neerkant-174/2011	2011-03-28	H1N1	swine	Netherlands	1C.2.1
A/swine/Belgium/Neerpelt-37/2011	2011-01-17	H1N1	swine	Belgium	1C.2.1
A/swine/Denmark/10-1958-1/2011	2011-01-01	H1N2	swine	Denmark	1C.2
A/swine/Denmark/10-2526-1/2011	2011-01-01	H1N1	swine	Denmark	1C.2
A/swine/Spain/22013/2011	2011-04-12	H1N1	swine	Spain	1C.2.1
A/swine/Spain/23998/2011	2011-06-20	H1N1	swine	Spain	1C.2.1
A/swine/France/IIIeetVilaine-0354/2011	2011-06-30	H1N1	swine	France	1C.2.1
A/swine/France/IIIeetVilaine-0266/2011	2011-05-24	H1N1	swine	France	1C.2.1
A/swine/France/22-110529/2011	2011-02-08	H1N2	swine	France	1C.2.1
A/swine/Poland/00109/2010	2010-01-06	H1N1	swine	Poland	1C.2.1
A/swine/Italy/303612/2011	2011-01-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/7821/2011	2011-12-02	H1N1	swine	Italy	1C.2.1
A/swine/Italy/28762-3/2013	2013-01-31	H1N1	swine	Italy	1C.2.1
A/swine/Denmark/10-1391-3/2011	2011-06-01	H1N2	swine	Denmark	1C.2
A/swine/Poland/16315/2011	2011-10-26	H1N1	swine	Poland	1C.2.1
A/swine/England/267/2007	2007-02-22	H1N1	swine	United Kingdom	1C.1
A/swine/England/1251/2011	2011-11-24	H1N1	swine	United Kingdom	1C.1
A/swine/Belgium/Lichtervelde-57/2013	2013-03-01	H1N1	swine	Belgium	1C.2
A/swine/Belgium/111/2013	2013-01-01	H1N1	swine	Belgium	1C.2.1
A/swine/France/01-130054/2013	2013-01-22	H1N1	swine	France	1C.2.2
A/swine/Poland/006801/2013	2013-01-22	H1N1	swine	Poland	1C.2.2
A/swine/England/024079/2013	2013-08-21	H1N1	swine	United Kingdom	1C.1
A/swine/Netherlands/Lemele-CVI2973A/2013	2013-01-01	H1N2	swine	Netherlands	1C.2.1
A/swine/Netherlands/Lemele-CVI2974A/2013	2013-04-11	H1N2	swine	Netherlands	1C.2.1
A/swine/England/453/06	2006-01-01	H1N1	swine	United Kingdom	1C.1
A/Poland/wild_boar/2050213/2013	2013-12-22	H1N1	swine	Poland	1C.2.2
A/Poland/wild_boar/1951713/2013	2013-12-12	H1N1	swine	Poland	1C.2.2
A/Poland/wild_boar/1951718/2013	2013-12-12	H1N1	swine	Poland	1C.2.2
A/swine/Germany-NI/R1190/2014	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R1738/2010	2010-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Germany/AR1026/2016	2016-02-17	H1N1	swine	Germany	1C.2.2
A/swine/Germany/AR3006/2016	2016-05-09	H1N2	swine	Germany	1C.2.5
A/swine/Germany/Bak1/2016	2016-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R235/2013	2013-01-01	H1N1	swine	Germany	1C.2.2
A/swine/Germany/R404/2014	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R825/2014	2014-01-01	H1N2	swine	Germany	1C.2.5
A/swine/Germany/R916/2014	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R1154/2014	2014-01-01	H1N1	swine	Germany	1C.2.2
A/swine/Germany/R1181/2014	2014-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Germany/R1190/2014	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R1696/2014	2014-01-01	H1N1	swine	Germany	1C.2.4
A/swine/Germany/R312/2015	2014-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Germany/R313/2015	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/R318/2015	2014-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Italy/285959-3/2016	2016-10-01	H1N1	swine	Italy	1C.2.1
A/swine/Germany/Bak23/2017	2017-01-01	H1N1	swine	Germany	1C.2.2
A/swine/Germany/Bak50/2017	2017-01-01	H1N2	swine	Germany	1C.2.4
A/swine/Germany/Bak63/2017	2017-01-01	H1N1	swine	Germany	1C.2.1
A/swine/Italy/140863/2015	2015-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/154890-2/2015	2015-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/187946/2015	2015-09-01	H1N2	swine	Italy	1C.2
A/swine/Italy/203977/2015	2015-09-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/208724/2015	2015-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/58197/2015	2015-09-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/65210/2015	2015-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/73436/2015	2015-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/10915/2015	2015-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/333140/2014	2014-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/244784/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/263752/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/281230-1/2014	2014-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/302073/2014	2014-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/302661/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/304621/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/133457-3/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/138746/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/179794/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/238098/2014	2014-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/96500/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/132401-2/2014	2014-09-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/359202/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/51411/2014	2014-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/60011-3/2014	2014-09-01	H1N2	swine	Italy	1C.2.5
A/swine/Italy/87434/2014	2014-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/311368/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/327666/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/327669/2013	2013-09-01	H1N2	swine	Italy	1C.2.1
A/swine/Italy/349492/2013	2013-09-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/191002/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/198930-1/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/269814/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/280201/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/282881/2013	2013-09-01	H1N1	swine	Italy	1C.2.5
A/swine/Italy/130452/2013	2013-09-01	H1N1	swine	Italy	1C.2.1
A/swine/Italy/149878/2013	2013-09-01	H1N2	swine	Italy	1C.2.5
A/swine/Czech_Republic/13240/2017_(H1N1)	2017-07-18	H1N1	swine	Czech_Republic	1C.2.1
A/swine/Germany/AR1670/2014	2014-07-10	H1N1	swine	Germany	1C.2.1
A/swine/Netherlands/AR3009/2016	2016-05-09	H1N1	swine	Netherlands	1C.2.1
A/swine/Czech_Republic/25-18/2017	2017-12-20	H1N1	swine	Czech_Republic	1C.2.1
A/Swine/Belzig/02/2001	2018-04-26	H1N1	swine	Germany	1C.2
A/Sus_scrofa/France/61-140350/2014	2014-06-04	H1N2	swine	France	1C.2.1
A/swine/Spain/283/2016	2016-01-28	H1N2	swine	Spain	1C.2.6
A/swine/Spain/850/2016	2016-02-25	H1N1	swine	Spain	1C.2.2
A/swine/Spain/1268/2015	2015-12-07	H1N2	swine	Spain	1C.2.6
A/swine/Spain/1792/2016	2016-04-19	H1N1	swine	Spain	1C.2.1
A/swine/Spain/1279/2015	2015-10-22	H1N1	swine	Spain	1C.2.1
A/swine/Spain/007/2017	2017-03-23	H1N1	swine	Spain	1C.2.1
A/swine/Spain/019/2017	2017-05-04	H1N1	swine	Spain	1C.2.1
A/swine/Spain/042/2017	2017-07-24	H1N2	swine	Spain	1C.2.2
A/swine/Spain/049/2017	2017-06-29	H1N2	swine	Spain	1C.2.1
A/swine/Spain/052/2017	2017-10-06	H1N1	swine	Spain	1C.2.1
A/swine/Spain/072/2017	2017-11-15	H1N2	swine	Spain	1C.2.2
A/swine/Spain/BM108/2018	2018-10-08	H1N2	swine	Spain	1C.2.6
A/swine/Spain/BM130/2018	2018-11-06	H1N2	swine	Spain	1C.2.1
